,_id,blog,byline,document_type,headline,keywords,multimedia,new_desk,print_page,pub_date,score,section_name,slideshow_credits,snippet,source,type_of_material,uri,web_url,word_count
0,59f89f9895d0e0246f213289,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Cynthia Nixon to Host the National Book Awards', 'print_headline': 'Cynthia Nixon to Host the National Book Awards'}",[],[],None,,2017-10-31T16:06:38+0000,1.0,,,Cynthia Nixon's new role will be on the bookish side.,AP,News,nyt://article/d18d5e80-d604-5b31-8ff4-cbdd5ccd7e8c,https://www.nytimes.com/aponline/2017/10/31/arts/ap-us-books-cynthia-nixon.html,97
1,59f89eb195d0e0246f213282,{},{'original': 'By ELISABETTA POVOLEDO'},article,"{'main': 'Borghese Gallery Gathers a Full House of Bernini Masterpieces', 'print_headline': 'Borghese Gallery Gathers a Full House of Bernini Masterpieces'}","[{'isMajor': 'N', 'rank': 1, 'name': 'subject', 'value': 'Sculpture'}, {'isMajor': 'N', 'rank': 2, 'name': 'subject', 'value': 'Museums'}, {'isMajor': 'N', 'rank': 3, 'name': 'subject', 'value': 'Art'}, {'isMajor': 'N', 'rank': 4, 'name': 'organizations', 'value': 'Borghese Gallery'}, {'isMajor': 'N', 'rank': 5, 'name': 'persons', 'value': 'Bernini, Gian Lorenzo'}, {'isMajor': 'N', 'rank': 6, 'name': 'glocations', 'value': 'Rome (Italy)'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/11/02/arts/02BERNINI1/02BERNINI1-articleLarge.jpg', 'height': 995, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/11/02/arts/02BERNINI1/02BERNINI1-articleLarge.jpg', 'xlargeheight': 995}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/11/02/arts/02BERNINI1/02BERNINI1-thumbWide.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/11/02/arts/02BERNINI1/02BERNINI1-thumbWide.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/11/02/arts/02BERNINI1/02BERNINI1-thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/11/02/arts/02BERNINI1/02BERNINI1-thumbStandard.jpg', 'thumbnailwidth': 75}}]",Culture,,2017-10-31T16:02:37+0000,1.0,,,The most comprehensive exhibition of the Baroque maestro brings sculptures and paintings from around the world to the Roman villa most associated with him.,The New York Times,News,nyt://article/406d3c9f-8b2a-5707-9030-896542a0d541,https://www.nytimes.com/2017/10/31/arts/borghese-gallery-bernini.html,724
2,59f89c5795d0e0246f213277,{},{'original': 'By NOEL MURRAY'},article,"{'main': '‘Stranger Things 2’: Pixar’s Andrew Stanton on Directing 2 Episodes', 'kicker': 'A Word With', 'print_headline': '‘Stranger Things 2’: Pixar’s Andrew Stanton on Directing 2 Episodes'}","[{'isMajor': 'N', 'rank': 1, 'name': 'creative_works', 'value': 'Stranger Things (TV Program)'}, {'isMajor': 'N', 'rank': 2, 'name': 'creative_works', 'value': 'Stranger Things 2 (TV Program)'}, {'isMajor': 'N', 'rank': 3, 'name': 'persons', 'value': 'Stanton, Andrew'}, {'isMajor': 'N', 'rank': 4, 'name': 'persons', 'value': 'Duffer, Ross'}, {'isMajor': 'N', 'rank': 5, 'name': 'persons', 'value': 'Duffer, Matt'}, {'isMajor': 'N', 'rank': 6, 'name': 'persons', 'value': 'Levy, Shawn'}, {'isMajor': 'N', 'rank': 7, 'name': 'persons', 'value': 'Astin, Sean'}, {'isMajor': 'N', 'rank': 8, 'name': 'organizations', 'value': 'Pixar Animation Studios'}, {'isMajor': 'N', 'rank': 9, 'name': 'subject', 'value': 'Television'}, {'isMajor': 'N', 'rank': 10, 'name': 'subject', 'value': 'Movies'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/11/01/arts/01stranger-qa/01stranger-qa-articleLarge.jpg', 'height': 279, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/11/01/arts/01stranger-qa/01stranger-qa-articleLarge.jpg', 'xlargeheight': 279}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/11/01/arts/01stranger-qa/01stranger-qa-thumbWide-v2.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/11/01/arts/01stranger-qa/01stranger-qa-thumbWide-v2.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/11/01/arts/01stranger-qa/01stranger-qa-thumbStandard-v2.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/11/01/arts/01stranger-qa/01stranger-qa-thumbStandard-v2.jpg', 'thumbnailwidth': 75}}]",Culture,,2017-10-31T15:52:15+0000,1.0,Television,,The director of “Finding Nemo” and “Wall-E” discussed the experience of being a hired gun on someone else’s project.,The New York Times,Question,nyt://article/d38c79a5-2506-5725-8c87-95fc1662081b,https://www.nytimes.com/2017/10/31/arts/television/stranger-things-2-the-spy-andrew-stanton.html,1069
3,59f8972e95d0e0246f213265,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Judge Accidentally Reveals Winner of Hot Baking Program', 'print_headline': 'Judge Accidentally Reveals Winner of Hot Baking Program'}",[],[],None,,2017-10-31T15:30:44+0000,1.0,,,"A judge on the Great British Bake Off, a widely watched television cooking competition in the U.K., has been forced to apologize after revealing the winner hours before the final episode was scheduled to air.",AP,News,nyt://article/d76e4fb4-91e3-59f1-9b4f-7cca3b1d0b7a,https://www.nytimes.com/aponline/2017/10/31/arts/ap-eu-britain-bake-off.html,131
4,59f893bb95d0e0246f21325a,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': '2 Best Friends in a Charming Aussie Comedy About Friendship', 'print_headline': '2 Best Friends in a Charming Aussie Comedy About Friendship'}",[],[],None,,2017-10-31T15:15:54+0000,1.0,,,It's time to make two new friends: Celia Pacquola and Luke McGregor.,AP,News,nyt://article/867bbd55-8824-5b65-adca-31547452d9dd,https://www.nytimes.com/aponline/2017/10/31/arts/ap-us-tv-friendly-aussie-sitcom.html,778
5,59f8820395d0e0246f213228,{},{'original': 'By MARIA BAMFORD'},article,"{'main': 'Maria Bamford: The First Time Someone Loved Me for Who I Really Am', 'kicker': 'The First Time', 'print_headline': 'Maria Bamford: The First Time Someone Loved Me for Who I Really Am'}","[{'isMajor': 'N', 'rank': 1, 'name': 'subject', 'value': 'Television'}, {'isMajor': 'N', 'rank': 2, 'name': 'subject', 'value': 'Mental Health and Disorders'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/11/05/arts/05FIRSTTIME-BAMFORD/05FIRSTTIME-BAMFORD-articleLarge.jpg', 'height': 258, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/11/05/arts/05FIRSTTIME-BAMFORD/05FIRSTTIME-BAMFORD-articleLarge.jpg', 'xlargeheight': 258}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/11/05/arts/05FIRSTTIME-BAMFORD/05FIRSTTIME-BAMFORD-thumbWide.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/11/05/arts/05FIRSTTIME-BAMFORD/05FIRSTTIME-BAMFORD-thumbWide.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/11/05/arts/05FIRSTTIME-BAMFORD/05FIRSTTIME-BAMFORD-thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/11/05/arts/05FIRSTTIME-BAMFORD/05FIRSTTIME-BAMFORD-thumbStandard.jpg', 'thumbnailwidth': 75}}]",Arts&Leisure,,2017-10-31T14:00:14+0000,1.0,Television,,"While hospitalized in a psychiatric ward, the comedian learned the truth about enduring relationships: They’re not reserved for a select few.",The New York Times,News,nyt://article/a461b2fc-90eb-5808-8534-08cba8229741,https://www.nytimes.com/2017/10/31/arts/television/maria-bamford-lady-dynamite.html,1047
6,59f86a1c95d0e0246f2131ea,{},{'original': 'By REUTERS'},article,"{'main': 'UK Police Examine Allegations Against Weinstein From 7 Women: BBC', 'print_headline': 'UK Police Examine Allegations Against Weinstein From 7 Women: BBC'}",[],[],None,,2017-10-31T12:18:28+0000,1.0,,,"British police are looking into allegations of sexual assault against disgraced Hollywood producer Harvey Weinstein from seven women, the BBC reported on Tuesday.",Reuters,News,nyt://article/30497d70-08eb-5756-bc33-2f924564c4d3,https://www.nytimes.com/reuters/2017/10/31/arts/31reuters-britain-weinstein.html,205
7,59f85f0a95d0e0246f2131cd,{},{'original': 'By THE ASSOCIATED PRESS'},article,"{'main': 'Gary Oldman to Get Career Honor at Hollywood Film Awards', 'print_headline': 'Gary Oldman to Get Career Honor at Hollywood Film Awards'}",[],[],None,,2017-10-31T11:30:52+0000,1.0,,,Gary Oldman will be honored with a career achievement award at the Hollywood Film Awards on Sunday.,AP,News,nyt://article/fd4e1713-a408-5e23-ba10-50d7c1377051,https://www.nytimes.com/aponline/2017/10/31/arts/ap-us-hollywood-film-awards-gary-oldman.html,103
8,59f8421295d0e0246f213182,{},{'original': 'By GIOVANNI RUSSONELLO'},article,"{'main': 'Stephen Colbert Can Hardly Contain His Excitement About the Indictments', 'kicker': 'Best of Late Night', 'print_headline': 'Stephen Colbert Can Hardly Contain His Excitement About the Indictments'}","[{'isMajor': 'N', 'rank': 1, 'name': 'persons', 'value': 'Manafort, Paul J'}, {'isMajor': 'N', 'rank': 2, 'name': 'persons', 'value': 'Colbert, Stephen'}, {'isMajor': 'N', 'rank': 3, 'name': 'persons', 'value': 'Noah, Trevor (1984- )'}, {'isMajor': 'N', 'rank': 4, 'name': 'persons', 'value': 'Papadopoulos, George (1987- )'}, {'isMajor': 'N', 'rank': 5, 'name': 'persons', 'value': 'Kimmel, Jimmy'}, {'isMajor': 'N', 'rank': 6, 'name': 'persons', 'value': 'Fallon, Jimmy'}, {'isMajor': 'N', 'rank': 7, 'name': 'persons', 'value': ""O'Brien, Conan""}, {'isMajor': 'N', 'rank': 8, 'name': 'persons', 'value': ""O'Neal, Shaquille""}, {'isMajor': 'N', 'rank': 9, 'name': 'creative_works', 'value': 'Late Night with Seth Meyers (TV Program)'}, {'isMajor': 'N', 'rank': 10, 'name': 'creative_works', 'value': 'Late Show with Stephen Colbert (TV Program)'}, {'isMajor': 'N', 'rank': 11, 'name': 'persons', 'value': 'Matthews, Chris'}, {'isMajor': 'N', 'rank': 12, 'name': 'creative_works', 'value': 'The Daily Show with Trevor Noah (TV Program)'}, {'isMajor': 'N', 'rank': 13, 'name': 'creative_works', 'value': 'The Tonight Show (TV Program)'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/10/31/arts/31latenight1/31latenight1-articleLarge.png', 'height': 334, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/10/31/arts/31latenight1/31latenight1-articleLarge.png', 'xlargeheight': 334}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/10/31/arts/31latenight1/31latenight1-thumbWide.png', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/10/31/arts/31latenight1/31latenight1-thumbWide.png', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/10/31/arts/31latenight1/31latenight1-thumbStandard.png', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/10/31/arts/31latenight1/31latenight1-thumbStandard.png', 'thumbnailwidth': 75}}]",Culture,,2017-10-31T09:27:38+0000,1.0,Television,,"“I know it’s almost Halloween,” the “Late Show” host said about the charges against Trump associates. “But it really feels more like Christmas.”",The New York Times,News,nyt://article/514037a6-819c-58ca-86d7-95c1b23f41fe,https://www.nytimes.com/2017/10/31/arts/television/stephen-colbert-robert-mueller-paul-manafort-trump.html,628
9,59f8036495d0e0246f2130df,{},{'original': 'By GABE COHN'},article,"{'main': 'What’s on TV Tuesday: ‘It’s the Great Pumpkin, Charlie Brown’ and ‘Major Crimes’', 'print_headline': 'What’s on Tuesday'}","[{'isMajor': 'N', 'rank': 1, 'name': 'subject', 'value': 'Movies'}, {'isMajor': 'N', 'rank': 2, 'name': 'subject', 'value': 'Television'}]","[{'type': 'image', 'subtype': 'xlarge', 'url': 'images/2017/10/31/arts/31tvcol-greatpumpkin/31tvcol-greatpumpkin-articleLarge.jpg', 'height': 444, 'width': 600, 'rank': 0, 'legacy': {'xlargewidth': 600, 'xlarge': 'images/2017/10/31/arts/31tvcol-greatpumpkin/31tvcol-greatpumpkin-articleLarge.jpg', 'xlargeheight': 444}}, {'type': 'image', 'subtype': 'wide', 'url': 'images/2017/10/31/arts/31tvcol-greatpumpkin/31tvcol-greatpumpkin-thumbWide.jpg', 'height': 126, 'width': 190, 'rank': 0, 'legacy': {'wide': 'images/2017/10/31/arts/31tvcol-greatpumpkin/31tvcol-greatpumpkin-thumbWide.jpg', 'widewidth': 190, 'wideheight': 126}}, {'type': 'image', 'subtype': 'thumbnail', 'url': 'images/2017/10/31/arts/31tvcol-greatpumpkin/31tvcol-greatpumpkin-thumbStandard.jpg', 'height': 75, 'width': 75, 'rank': 0, 'legacy': {'thumbnailheight': 75, 'thumbnail': 'images/2017/10/31/arts/31tvcol-greatpumpkin/31tvcol-greatpumpkin-thumbStandard.jpg', 'thumbnailwidth': 75}}]",Culture,7,2017-10-31T05:00:13+0000,1.0,Television,,The final season of “Major Crimes” premieres on TNT. And the classic “Peanuts” special streams on ABC.com.,The New York Times,Schedule,nyt://article/2aca9730-09c1-5464-af4d-135bc4ba5a36,https://www.nytimes.com/2017/10/31/arts/television/whats-on-tv-tuesday-its-the-great-pumpkin-charlie-brown-and-major-crimes.html,491
